episode,agent,passage_width,body_margin,success,rejected,collision,steps
28,calib,0.5354,0.0877,1.0,0.0,0.0,42
29,oracle,0.6944,0.1672,1.0,0.0,0.0,40
29,fixed,0.6944,0.1672,1.0,0.0,0.0,40
29,calib,0.6944,0.1672,1.0,0.0,0.0,40
30,oracle,0.8929,0.2665,1.0,0.0,0.0,44
30,fixed,0.8929,0.2665,1.0,0.0,0.0,44
30,calib,0.8929,0.2665,1.0,0.0,0.0,44
31,oracle,0.8753,0.2576,1.0,0.0,0.0,38
31,fixed,0.8753,0.2576,1.0,0.0,0.0,38
31,calib,0.8753,0.2576,1.0,0.0,0.0,38
32,oracle,0.5437,0.0918,1.0,0.0,0.0,40
32,fixed,0.5437,0.0918,0.0,1.0,0.0,0
32,calib,0.5437,0.0918,1.0,0.0,0.0,40
33,oracle,0.6344,0.1372,1.0,0.0,0.0,52
33,fixed,0.6344,0.1372,1.0,0.0,0.0,52
33,calib,0.6344,0.1372,1.0,0.0,0.0,52
34,oracle,0.7398,0.1899,1.0,0.0,0.0,41
34,fixed,0.7398,0.1899,1.0,0.0,0.0,41
34,calib,0.7398,0.1899,1.0,0.0,0.0,41
35,oracle,0.701,0.1705,1.0,0.0,0.0,45
35,fixed,0.701,0.1705,1.0,0.0,0.0,45
35,calib,0.701,0.1705,1.0,0.0,0.0,45
36,oracle,0.3824,0.0112,1.0,0.0,0.0,58
36,fixed,0.3824,0.0112,0.0,1.0,0.0,0
36,calib,0.3824,0.0112,0.0,1.0,0.0,0
37,oracle,0.6127,0.1263,1.0,0.0,0.0,40
37,fixed,0.6127,0.1263,1.0,0.0,0.0,40
37,calib,0.6127,0.1263,1.0,0.0,0.0,40
38,oracle,0.7337,0.1869,1.0,0.0,0.0,54
38,fixed,0.7337,0.1869,1.0,0.0,0.0,54
38,calib,0.7337,0.1869,1.0,0.0,0.0,54
39,oracle,0.4188,0.0294,0.0,0.0,1.0,11
39,fixed,0.4188,0.0294,0.0,1.0,0.0,0
39,calib,0.4188,0.0294,0.0,1.0,0.0,0
40,oracle,0.7836,0.2118,1.0,0.0,0.0,42
40,fixed,0.7836,0.2118,1.0,0.0,0.0,42
40,calib,0.7836,0.2118,1.0,0.0,0.0,42
41,oracle,0.8005,0.2203,1.0,0.0,0.0,60
41,fixed,0.8005,0.2203,1.0,0.0,0.0,60
41,calib,0.8005,0.2203,1.0,0.0,0.0,60
42,oracle,0.7646,0.2023,1.0,0.0,0.0,36
42,fixed,0.7646,0.2023,1.0,0.0,0.0,36
42,calib,0.7646,0.2023,1.0,0.0,0.0,36
43,oracle,0.4445,0.0422,1.0,0.0,0.0,45
43,fixed,0.4445,0.0422,0.0,1.0,0.0,0
43,calib,0.4445,0.0422,1.0,0.0,0.0,45
44,oracle,0.4161,0.028,1.0,0.0,0.0,44
44,fixed,0.4161,0.028,0.0,1.0,0.0,0
44,calib,0.4161,0.028,0.0,1.0,0.0,0
45,oracle,0.5319,0.0859,1.0,0.0,0.0,44
45,fixed,0.5319,0.0859,0.0,1.0,0.0,0
45,calib,0.5319,0.0859,1.0,0.0,0.0,44
46,oracle,0.5914,0.1157,1.0,0.0,0.0,59
46,fixed,0.5914,0.1157,1.0,0.0,0.0,59
46,calib,0.5914,0.1157,1.0,0.0,0.0,59
47,oracle,0.6789,0.1595,1.0,0.0,0.0,57
47,fixed,0.6789,0.1595,1.0,0.0,0.0,57
47,calib,0.6789,0.1595,1.0,0.0,0.0,57
48,oracle,0.4869,0.0635,1.0,0.0,0.0,49
48,fixed,0.4869,0.0635,0.0,1.0,0.0,0
48,calib,0.4869,0.0635,1.0,0.0,0.0,49
49,oracle,0.8411,0.2406,1.0,0.0,0.0,52
49,fixed,0.8411,0.2406,1.0,0.0,0.0,52
49,calib,0.8411,0.2406,1.0,0.0,0.0,52
50,oracle,0.484,0.062,1.0,0.0,0.0,45
50,fixed,0.484,0.062,0.0,1.0,0.0,0
50,calib,0.484,0.062,1.0,0.0,0.0,45
51,oracle,0.7667,0.2034,1.0,0.0,0.0,53
51,fixed,0.7667,0.2034,1.0,0.0,0.0,53
51,calib,0.7667,0.2034,1.0,0.0,0.0,53
52,oracle,0.5988,0.1194,1.0,0.0,0.0,56
52,fixed,0.5988,0.1194,1.0,0.0,0.0,56
52,calib,0.5988,0.1194,1.0,0.0,0.0,56
53,oracle,0.386,0.013,1.0,0.0,0.0,37
53,fixed,0.386,0.013,0.0,1.0,0.0,0
53,calib,0.386,0.013,1.0,0.0,0.0,37
54,oracle,0.4013,0.0206,1.0,0.0,0.0,50
54,fixed,0.4013,0.0206,0.0,1.0,0.0,0
54,calib,0.4013,0.0206,1.0,0.0,0.0,50
55,oracle,0.7659,0.2029,1.0,0.0,0.0,46
55,fixed,0.7659,0.2029,1.0,0.0,0.0,46
55,calib,0.7659,0.2029,1.0,0.0,0.0,46
56,oracle,0.6895,0.1647,1.0,0.0,0.0,43
56,fixed,0.6895,0.1647,1.0,0.0,0.0,43
56,calib,0.6895,0.1647,1.0,0.0,0.0,43
57,oracle,0.8054,0.2227,1.0,0.0,0.0,49
57,fixed,0.8054,0.2227,1.0,0.0,0.0,49
57,calib,0.8054,0.2227,1.0,0.0,0.0,49
58,oracle,0.6837,0.1619,1.0,0.0,0.0,43
58,fixed,0.6837,0.1619,1.0,0.0,0.0,43
58,calib,0.6837,0.1619,1.0,0.0,0.0,43
59,oracle,0.6088,0.1244,1.0,0.0,0.0,38
59,fixed,0.6088,0.1244,1.0,0.0,0.0,38
59,calib,0.6088,0.1244,1.0,0.0,0.0,38
60,oracle,0.6644,0.1522,1.0,0.0,0.0,55
60,fixed,0.6644,0.1522,1.0,0.0,0.0,55
60,calib,0.6644,0.1522,1.0,0.0,0.0,55
61,oracle,0.669,0.1545,1.0,0.0,0.0,54
61,fixed,0.669,0.1545,1.0,0.0,0.0,54
61,calib,0.669,0.1545,1.0,0.0,0.0,54
62,oracle,0.6214,0.1307,1.0,0.0,0.0,46
62,fixed,0.6214,0.1307,1.0,0.0,0.0,46
62,calib,0.6214,0.1307,1.0,0.0,0.0,46
63,oracle,0.5231,0.0815,1.0,0.0,0.0,55
63,fixed,0.5231,0.0815,0.0,1.0,0.0,0
63,calib,0.5231,0.0815,1.0,0.0,0.0,55
64,oracle,0.4781,0.0591,1.0,0.0,0.0,53
64,fixed,0.4781,0.0591,0.0,1.0,0.0,0
64,calib,0.4781,0.0591,1.0,0.0,0.0,53
65,oracle,0.4693,0.0547,1.0,0.0,0.0,53
65,fixed,0.4693,0.0547,0.0,1.0,0.0,0
65,calib,0.4693,0.0547,1.0,0.0,0.0,53
66,oracle,0.6695,0.1548,1.0,0.0,0.0,50
66,fixed,0.6695,0.1548,1.0,0.0,0.0,50
66,calib,0.6695,0.1548,1.0,0.0,0.0,50
67,oracle,0.8283,0.2342,1.0,0.0,0.0,43
67,fixed,0.8283,0.2342,1.0,0.0,0.0,43
67,calib,0.8283,0.2342,1.0,0.0,0.0,43
68,oracle,0.8139,0.2269,1.0,0.0,0.0,42
68,fixed,0.8139,0.2269,1.0,0.0,0.0,42
68,calib,0.8139,0.2269,1.0,0.0,0.0,42
69,oracle,0.7872,0.2136,1.0,0.0,0.0,56
69,fixed,0.7872,0.2136,1.0,0.0,0.0,56
69,calib,0.7872,0.2136,1.0,0.0,0.0,56
70,oracle,0.8889,0.2645,1.0,0.0,0.0,38
70,fixed,0.8889,0.2645,1.0,0.0,0.0,38
70,calib,0.8889,0.2645,1.0,0.0,0.0,38
71,oracle,0.4831,0.0616,1.0,0.0,0.0,51
71,fixed,0.4831,0.0616,0.0,1.0,0.0,0
71,calib,0.4831,0.0616,1.0,0.0,0.0,51
72,oracle,0.4345,0.0372,1.0,0.0,0.0,45
72,fixed,0.4345,0.0372,0.0,1.0,0.0,0
72,calib,0.4345,0.0372,1.0,0.0,0.0,45
73,oracle,0.5957,0.1178,1.0,0.0,0.0,47
73,fixed,0.5957,0.1178,1.0,0.0,0.0,47
73,calib,0.5957,0.1178,1.0,0.0,0.0,47
74,oracle,0.5003,0.0701,1.0,0.0,0.0,43
74,fixed,0.5003,0.0701,0.0,1.0,0.0,0
74,calib,0.5003,0.0701,1.0,0.0,0.0,43
75,oracle,0.556,0.098,1.0,0.0,0.0,56
75,fixed,0.556,0.098,0.0,1.0,0.0,0
75,calib,0.556,0.098,1.0,0.0,0.0,56
76,oracle,0.8702,0.2551,1.0,0.0,0.0,53
76,fixed,0.8702,0.2551,1.0,0.0,0.0,53
76,calib,0.8702,0.2551,1.0,0.0,0.0,53
77,oracle,0.3661,0.003,0.0,0.0,1.0,11
77,fixed,0.3661,0.003,0.0,1.0,0.0,0
77,calib,0.3661,0.003,0.0,1.0,0.0,0
78,oracle,0.8926,0.2663,1.0,0.0,0.0,59
78,fixed,0.8926,0.2663,1.0,0.0,0.0,59
78,calib,0.8926,0.2663,1.0,0.0,0.0,59
79,oracle,0.6746,0.1573,1.0,0.0,0.0,39
79,fixed,0.6746,0.1573,1.0,0.0,0.0,39
79,calib,0.6746,0.1573,1.0,0.0,0.0,39
80,oracle,0.5407,0.0904,1.0,0.0,0.0,58
80,fixed,0.5407,0.0904,0.0,1.0,0.0,0
80,calib,0.5407,0.0904,1.0,0.0,0.0,58
81,oracle,0.4595,0.0497,1.0,0.0,0.0,47
81,fixed,0.4595,0.0497,0.0,1.0,0.0,0
81,calib,0.4595,0.0497,1.0,0.0,0.0,47
82,oracle,0.7739,0.207,1.0,0.0,0.0,44
82,fixed,0.7739,0.207,1.0,0.0,0.0,44
82,calib,0.7739,0.207,1.0,0.0,0.0,44
83,oracle,0.7894,0.2147,1.0,0.0,0.0,61
83,fixed,0.7894,0.2147,1.0,0.0,0.0,61
83,calib,0.7894,0.2147,1.0,0.0,0.0,61
84,oracle,0.786,0.213,1.0,0.0,0.0,48
84,fixed,0.786,0.213,1.0,0.0,0.0,48
84,calib,0.786,0.213,1.0,0.0,0.0,48
85,oracle,0.7366,0.1883,1.0,0.0,0.0,48
85,fixed,0.7366,0.1883,1.0,0.0,0.0,48
85,calib,0.7366,0.1883,1.0,0.0,0.0,48
86,oracle,0.3964,0.0182,1.0,0.0,0.0,59
86,fixed,0.3964,0.0182,0.0,1.0,0.0,0
86,calib,0.3964,0.0182,1.0,0.0,0.0,59
87,oracle,0.7929,0.2164,1.0,0.0,0.0,41
87,fixed,0.7929,0.2164,1.0,0.0,0.0,41
87,calib,0.7929,0.2164,1.0,0.0,0.0,41
88,oracle,0.6709,0.1554,1.0,0.0,0.0,42
88,fixed,0.6709,0.1554,1.0,0.0,0.0,42
88,calib,0.6709,0.1554,1.0,0.0,0.0,42
89,oracle,0.6899,0.1649,1.0,0.0,0.0,40
89,fixed,0.6899,0.1649,1.0,0.0,0.0,40
89,calib,0.6899,0.1649,1.0,0.0,0.0,40
90,oracle,0.7612,0.2006,1.0,0.0,0.0,40
90,fixed,0.7612,0.2006,1.0,0.0,0.0,40
90,calib,0.7612,0.2006,1.0,0.0,0.0,40
91,oracle,0.3697,0.0049,0.0,0.0,1.0,8
91,fixed,0.3697,0.0049,0.0,1.0,0.0,0
91,calib,0.3697,0.0049,0.0,1.0,0.0,0
92,oracle,0.7721,0.2061,1.0,0.0,0.0,55
92,fixed,0.7721,0.2061,1.0,0.0,0.0,55
92,calib,0.7721,0.2061,1.0,0.0,0.0,55
93,oracle,0.7005,0.1703,1.0,0.0,0.0,40
93,fixed,0.7005,0.1703,1.0,0.0,0.0,40
93,calib,0.7005,0.1703,1.0,0.0,0.0,40
94,oracle,0.6475,0.1438,1.0,0.0,0.0,45
94,fixed,0.6475,0.1438,1.0,0.0,0.0,45
94,calib,0.6475,0.1438,1.0,0.0,0.0,45
95,oracle,0.6142,0.1271,1.0,0.0,0.0,49
95,fixed,0.6142,0.1271,1.0,0.0,0.0,49
95,calib,0.6142,0.1271,1.0,0.0,0.0,49
96,oracle,0.732,0.186,1.0,0.0,0.0,39
96,fixed,0.732,0.186,1.0,0.0,0.0,39
96,calib,0.732,0.186,1.0,0.0,0.0,39
97,oracle,0.5432,0.0916,1.0,0.0,0.0,44
97,fixed,0.5432,0.0916,0.0,1.0,0.0,0
97,calib,0.5432,0.0916,1.0,0.0,0.0,44
98,oracle,0.657,0.1485,1.0,0.0,0.0,37
98,fixed,0.657,0.1485,1.0,0.0,0.0,37
98,calib,0.657,0.1485,1.0,0.0,0.0,37
99,oracle,0.7145,0.1772,1.0,0.0,0.0,41
99,fixed,0.7145,0.1772,1.0,0.0,0.0,41
99,calib,0.7145,0.1772,1.0,0.0,0.0,41
100,oracle,0.763,0.2015,1.0,0.0,0.0,51
100,fixed,0.763,0.2015,1.0,0.0,0.0,51
100,calib,0.763,0.2015,1.0,0.0,0.0,51
101,oracle,0.8857,0.2628,1.0,0.0,0.0,45
101,fixed,0.8857,0.2628,1.0,0.0,0.0,45
101,calib,0.8857,0.2628,1.0,0.0,0.0,45
102,oracle,0.723,0.1815,1.0,0.0,0.0,53
102,fixed,0.723,0.1815,1.0,0.0,0.0,53
102,calib,0.723,0.1815,1.0,0.0,0.0,53
103,oracle,0.5993,0.1197,1.0,0.0,0.0,49
103,fixed,0.5993,0.1197,1.0,0.0,0.0,49
103,calib,0.5993,0.1197,1.0,0.0,0.0,49
104,oracle,0.6684,0.1542,1.0,0.0,0.0,46
104,fixed,0.6684,0.1542,1.0,0.0,0.0,46
104,calib,0.6684,0.1542,1.0,0.0,0.0,46
105,oracle,0.5079,0.0739,1.0,0.0,0.0,47
105,fixed,0.5079,0.0739,0.0,1.0,0.0,0
105,calib,0.5079,0.0739,1.0,0.0,0.0,47
106,oracle,0.5667,0.1033,1.0,0.0,0.0,43
106,fixed,0.5667,0.1033,1.0,0.0,0.0,43
106,calib,0.5667,0.1033,1.0,0.0,0.0,43
107,oracle,0.7783,0.2092,1.0,0.0,0.0,55
107,fixed,0.7783,0.2092,1.0,0.0,0.0,55
107,calib,0.7783,0.2092,1.0,0.0,0.0,55
108,oracle,0.3928,0.0164,1.0,0.0,0.0,42
108,fixed,0.3928,0.0164,0.0,1.0,0.0,0
108,calib,0.3928,0.0164,1.0,0.0,0.0,42
109,oracle,0.6118,0.1259,1.0,0.0,0.0,40
109,fixed,0.6118,0.1259,1.0,0.0,0.0,40
109,calib,0.6118,0.1259,1.0,0.0,0.0,40
110,oracle,0.8687,0.2543,1.0,0.0,0.0,43
110,fixed,0.8687,0.2543,1.0,0.0,0.0,43
110,calib,0.8687,0.2543,1.0,0.0,0.0,43
111,oracle,0.7667,0.2034,1.0,0.0,0.0,56
111,fixed,0.7667,0.2034,1.0,0.0,0.0,56
111,calib,0.7667,0.2034,1.0,0.0,0.0,56
112,oracle,0.3864,0.0132,1.0,0.0,0.0,49
112,fixed,0.3864,0.0132,0.0,1.0,0.0,0
112,calib,0.3864,0.0132,1.0,0.0,0.0,49
113,oracle,0.5728,0.1064,1.0,0.0,0.0,42
113,fixed,0.5728,0.1064,1.0,0.0,0.0,42
113,calib,0.5728,0.1064,1.0,0.0,0.0,42
114,oracle,0.6067,0.1233,1.0,0.0,0.0,47
114,fixed,0.6067,0.1233,1.0,0.0,0.0,47
114,calib,0.6067,0.1233,1.0,0.0,0.0,47
115,oracle,0.6171,0.1286,1.0,0.0,0.0,38
115,fixed,0.6171,0.1286,1.0,0.0,0.0,38
115,calib,0.6171,0.1286,1.0,0.0,0.0,38
116,oracle,0.4421,0.041,1.0,0.0,0.0,44
116,fixed,0.4421,0.041,0.0,1.0,0.0,0
116,calib,0.4421,0.041,1.0,0.0,0.0,44
117,oracle,0.7636,0.2018,1.0,0.0,0.0,42
117,fixed,0.7636,0.2018,1.0,0.0,0.0,42
117,calib,0.7636,0.2018,1.0,0.0,0.0,42
118,oracle,0.4063,0.0232,1.0,0.0,0.0,41
118,fixed,0.4063,0.0232,0.0,1.0,0.0,0
118,calib,0.4063,0.0232,1.0,0.0,0.0,41
119,oracle,0.834,0.237,1.0,0.0,0.0,49
119,fixed,0.834,0.237,1.0,0.0,0.0,49
119,calib,0.834,0.237,1.0,0.0,0.0,49
120,oracle,0.8498,0.2449,1.0,0.0,0.0,60
120,fixed,0.8498,0.2449,1.0,0.0,0.0,60
120,calib,0.8498,0.2449,1.0,0.0,0.0,60
121,oracle,0.5963,0.1182,1.0,0.0,0.0,42
121,fixed,0.5963,0.1182,1.0,0.0,0.0,42
121,calib,0.5963,0.1182,1.0,0.0,0.0,42
122,oracle,0.3936,0.0168,0.0,0.0,1.0,11
122,fixed,0.3936,0.0168,0.0,1.0,0.0,0
122,calib,0.3936,0.0168,0.0,0.0,1.0,11
123,oracle,0.6328,0.1364,1.0,0.0,0.0,58
123,fixed,0.6328,0.1364,1.0,0.0,0.0,58
123,calib,0.6328,0.1364,1.0,0.0,0.0,58
124,oracle,0.8851,0.2626,1.0,0.0,0.0,48
124,fixed,0.8851,0.2626,1.0,0.0,0.0,48
124,calib,0.8851,0.2626,1.0,0.0,0.0,48
125,oracle,0.7647,0.2023,1.0,0.0,0.0,56
125,fixed,0.7647,0.2023,1.0,0.0,0.0,56
125,calib,0.7647,0.2023,1.0,0.0,0.0,56
126,oracle,0.4861,0.0631,0.0,0.0,1.0,9
126,fixed,0.4861,0.0631,0.0,1.0,0.0,0
126,calib,0.4861,0.0631,0.0,0.0,1.0,9
127,oracle,0.601,0.1205,1.0,0.0,0.0,46
127,fixed,0.601,0.1205,1.0,0.0,0.0,46
127,calib,0.601,0.1205,1.0,0.0,0.0,46
128,oracle,0.8606,0.2503,1.0,0.0,0.0,40
128,fixed,0.8606,0.2503,1.0,0.0,0.0,40
128,calib,0.8606,0.2503,1.0,0.0,0.0,40
129,oracle,0.3644,0.0022,0.0,0.0,1.0,13
129,fixed,0.3644,0.0022,0.0,1.0,0.0,0
129,calib,0.3644,0.0022,0.0,1.0,0.0,0
130,oracle,0.6828,0.1614,1.0,0.0,0.0,43
130,fixed,0.6828,0.1614,1.0,0.0,0.0,43
130,calib,0.6828,0.1614,1.0,0.0,0.0,43
131,oracle,0.7369,0.1885,1.0,0.0,0.0,59
131,fixed,0.7369,0.1885,1.0,0.0,0.0,59
131,calib,0.7369,0.1885,1.0,0.0,0.0,59
132,oracle,0.4601,0.0501,1.0,0.0,0.0,53
132,fixed,0.4601,0.0501,0.0,1.0,0.0,0
132,calib,0.4601,0.0501,1.0,0.0,0.0,53
133,oracle,0.68,0.16,1.0,0.0,0.0,58
133,fixed,0.68,0.16,1.0,0.0,0.0,58
133,calib,0.68,0.16,1.0,0.0,0.0,58
134,oracle,0.5948,0.1174,1.0,0.0,0.0,56
134,fixed,0.5948,0.1174,1.0,0.0,0.0,56
134,calib,0.5948,0.1174,1.0,0.0,0.0,56
135,oracle,0.5267,0.0833,1.0,0.0,0.0,56
135,fixed,0.5267,0.0833,0.0,1.0,0.0,0
135,calib,0.5267,0.0833,1.0,0.0,0.0,56
136,oracle,0.4495,0.0447,1.0,0.0,0.0,38
136,fixed,0.4495,0.0447,0.0,1.0,0.0,0
136,calib,0.4495,0.0447,1.0,0.0,0.0,38
137,oracle,0.4745,0.0573,1.0,0.0,0.0,55
137,fixed,0.4745,0.0573,0.0,1.0,0.0,0
137,calib,0.4745,0.0573,1.0,0.0,0.0,55
138,oracle,0.7251,0.1825,1.0,0.0,0.0,55
138,fixed,0.7251,0.1825,1.0,0.0,0.0,55
138,calib,0.7251,0.1825,1.0,0.0,0.0,55
139,oracle,0.8774,0.2587,1.0,0.0,0.0,55
139,fixed,0.8774,0.2587,1.0,0.0,0.0,55
139,calib,0.8774,0.2587,1.0,0.0,0.0,55
140,oracle,0.4279,0.034,0.0,0.0,1.0,9
140,fixed,0.4279,0.034,0.0,1.0,0.0,0
140,calib,0.4279,0.034,0.0,0.0,1.0,9
141,oracle,0.5782,0.1091,1.0,0.0,0.0,56
141,fixed,0.5782,0.1091,1.0,0.0,0.0,56
141,calib,0.5782,0.1091,1.0,0.0,0.0,56
142,oracle,0.4484,0.0442,1.0,0.0,0.0,40
142,fixed,0.4484,0.0442,0.0,1.0,0.0,0
142,calib,0.4484,0.0442,1.0,0.0,0.0,40
143,oracle,0.6814,0.1607,1.0,0.0,0.0,39
143,fixed,0.6814,0.1607,1.0,0.0,0.0,39
143,calib,0.6814,0.1607,1.0,0.0,0.0,39
144,oracle,0.5703,0.1052,1.0,0.0,0.0,49
144,fixed,0.5703,0.1052,1.0,0.0,0.0,49
144,calib,0.5703,0.1052,1.0,0.0,0.0,49
145,oracle,0.3779,0.0089,1.0,0.0,0.0,55
145,fixed,0.3779,0.0089,0.0,1.0,0.0,0
145,calib,0.3779,0.0089,0.0,1.0,0.0,0
146,oracle,0.8104,0.2252,1.0,0.0,0.0,47
146,fixed,0.8104,0.2252,1.0,0.0,0.0,47
146,calib,0.8104,0.2252,1.0,0.0,0.0,47
147,oracle,0.8597,0.2499,1.0,0.0,0.0,42
147,fixed,0.8597,0.2499,1.0,0.0,0.0,42
147,calib,0.8597,0.2499,1.0,0.0,0.0,42
148,oracle,0.6215,0.1308,1.0,0.0,0.0,39
148,fixed,0.6215,0.1308,1.0,0.0,0.0,39
148,calib,0.6215,0.1308,1.0,0.0,0.0,39
149,oracle,0.5676,0.1038,1.0,0.0,0.0,62
149,fixed,0.5676,0.1038,1.0,0.0,0.0,62
149,calib,0.5676,0.1038,1.0,0.0,0.0,62
150,oracle,0.6741,0.157,1.0,0.0,0.0,45
150,fixed,0.6741,0.157,1.0,0.0,0.0,45
150,calib,0.6741,0.157,1.0,0.0,0.0,45
151,oracle,0.4633,0.0516,1.0,0.0,0.0,38
151,fixed,0.4633,0.0516,0.0,1.0,0.0,0
151,calib,0.4633,0.0516,1.0,0.0,0.0,38
152,oracle,0.4161,0.0281,1.0,0.0,0.0,39
152,fixed,0.4161,0.0281,0.0,1.0,0.0,0
152,calib,0.4161,0.0281,1.0,0.0,0.0,39
153,oracle,0.6284,0.1342,1.0,0.0,0.0,37
153,fixed,0.6284,0.1342,1.0,0.0,0.0,37
153,calib,0.6284,0.1342,1.0,0.0,0.0,37
154,oracle,0.6383,0.1391,1.0,0.0,0.0,60
154,fixed,0.6383,0.1391,1.0,0.0,0.0,60
154,calib,0.6383,0.1391,1.0,0.0,0.0,60
155,oracle,0.5094,0.0747,1.0,0.0,0.0,41
155,fixed,0.5094,0.0747,0.0,1.0,0.0,0
155,calib,0.5094,0.0747,1.0,0.0,0.0,41
156,oracle,0.5583,0.0992,1.0,0.0,0.0,53
156,fixed,0.5583,0.0992,0.0,1.0,0.0,0
156,calib,0.5583,0.0992,1.0,0.0,0.0,53
157,oracle,0.788,0.214,1.0,0.0,0.0,36
157,fixed,0.788,0.214,1.0,0.0,0.0,36
