episode_id,scene_id,steps,success,collision,stuck,rejected,near_collision,min_clearance,recover_triggers,memory_writes
hm3d_narrow_000002,00832-qyAac8rV8Zk,90,1.0,0.0,0.0,0.0,1.0,-0.12098091095685959,0,0
hm3d_narrow_000007,00832-qyAac8rV8Zk,27,1.0,0.0,0.0,0.0,1.0,-0.13545234501361847,0,0
hm3d_narrow_000006,00832-qyAac8rV8Zk,44,1.0,0.0,0.0,0.0,1.0,-0.12714318931102753,0,0
hm3d_narrow_000003,00832-qyAac8rV8Zk,49,1.0,0.0,0.0,0.0,1.0,-0.09500162303447723,0,0
hm3d_narrow_000000,00832-qyAac8rV8Zk,27,1.0,0.0,0.0,0.0,1.0,-0.0747886598110199,0,0
hm3d_narrow_000011,00879-7Ukhou1GxYi,99,1.0,0.0,0.0,0.0,1.0,-0.12005490809679031,0,0
hm3d_narrow_000010,00879-7Ukhou1GxYi,38,1.0,0.0,0.0,0.0,1.0,-0.11737918108701706,0,0
hm3d_narrow_000017,00879-7Ukhou1GxYi,86,1.0,0.0,0.0,0.0,1.0,-0.053316038101911545,0,0
hm3d_narrow_000013,00879-7Ukhou1GxYi,27,1.0,0.0,0.0,0.0,1.0,-0.09089698642492294,0,0
hm3d_narrow_000019,00879-7Ukhou1GxYi,50,1.0,0.0,0.0,0.0,1.0,-0.09058309346437454,0,0
hm3d_narrow_000014,00879-7Ukhou1GxYi,54,1.0,0.0,0.0,0.0,1.0,-0.055247917771339417,0,0
hm3d_narrow_000016,00879-7Ukhou1GxYi,61,1.0,0.0,0.0,0.0,1.0,-0.07152014225721359,0,0
hm3d_narrow_000018,00879-7Ukhou1GxYi,50,1.0,0.0,0.0,0.0,1.0,-0.12521740794181824,0,0
hm3d_narrow_000015,00879-7Ukhou1GxYi,44,1.0,0.0,0.0,0.0,1.0,-0.06281924992799759,0,0
hm3d_narrow_000012,00879-7Ukhou1GxYi,45,1.0,0.0,0.0,0.0,1.0,-0.18000000715255737,0,0
hm3d_narrow_000073,00827-BAbdmeyTvMZ,97,1.0,0.0,0.0,0.0,1.0,-0.09456159174442291,0,0
hm3d_narrow_000071,00827-BAbdmeyTvMZ,36,1.0,0.0,0.0,0.0,1.0,-0.11268891394138336,0,0
hm3d_narrow_000078,00827-BAbdmeyTvMZ,53,1.0,0.0,0.0,0.0,1.0,-0.07533799856901169,0,0
hm3d_narrow_000074,00827-BAbdmeyTvMZ,52,1.0,0.0,0.0,0.0,1.0,-0.08761011064052582,0,0
hm3d_narrow_000076,00827-BAbdmeyTvMZ,50,1.0,0.0,0.0,0.0,1.0,-0.13116568326950073,0,0
hm3d_narrow_000075,00827-BAbdmeyTvMZ,28,1.0,0.0,0.0,0.0,1.0,-0.09656409174203873,0,0
hm3d_narrow_000072,00827-BAbdmeyTvMZ,37,1.0,0.0,0.0,0.0,1.0,-0.05542021989822388,0,0
hm3d_narrow_000077,00827-BAbdmeyTvMZ,53,1.0,0.0,0.0,0.0,1.0,-0.10143393278121948,0,0
hm3d_narrow_000070,00827-BAbdmeyTvMZ,30,1.0,0.0,0.0,0.0,1.0,-0.06234024092555046,0,0
hm3d_narrow_000079,00827-BAbdmeyTvMZ,32,1.0,0.0,0.0,0.0,1.0,-0.1123579740524292,0,0
hm3d_narrow_000123,00862-LT9Jq6dN3Ea,42,1.0,0.0,0.0,0.0,1.0,-0.0488441027700901,0,0
hm3d_narrow_000121,00862-LT9Jq6dN3Ea,64,1.0,0.0,0.0,0.0,1.0,-0.05318000540137291,0,0
hm3d_narrow_000120,00862-LT9Jq6dN3Ea,98,1.0,0.0,0.0,0.0,1.0,-0.0642966628074646,0,0
hm3d_narrow_000114,00862-LT9Jq6dN3Ea,62,1.0,0.0,0.0,0.0,1.0,-0.056060511618852615,0,0
hm3d_narrow_000119,00862-LT9Jq6dN3Ea,54,1.0,0.0,0.0,0.0,1.0,-0.042850881814956665,0,0
hm3d_narrow_000122,00862-LT9Jq6dN3Ea,44,1.0,0.0,0.0,0.0,1.0,-0.08681947737932205,0,0
hm3d_narrow_000115,00862-LT9Jq6dN3Ea,42,1.0,0.0,0.0,0.0,1.0,-0.05240144208073616,0,0
hm3d_narrow_000118,00862-LT9Jq6dN3Ea,45,1.0,0.0,0.0,0.0,1.0,-0.08911819756031036,0,0
hm3d_narrow_000116,00862-LT9Jq6dN3Ea,102,1.0,0.0,0.0,0.0,1.0,-0.08806391805410385,0,0
hm3d_narrow_000117,00862-LT9Jq6dN3Ea,76,1.0,0.0,0.0,0.0,1.0,-0.10538273304700851,0,0
hm3d_narrow_000097,00861-GLAQ4DNUx5U,41,1.0,0.0,0.0,0.0,1.0,-0.11566770821809769,0,0
hm3d_narrow_000093,00861-GLAQ4DNUx5U,34,1.0,0.0,0.0,0.0,1.0,-0.061501096934080124,0,0
hm3d_narrow_000095,00861-GLAQ4DNUx5U,36,1.0,0.0,0.0,0.0,1.0,-0.09436730295419693,0,0
hm3d_narrow_000092,00861-GLAQ4DNUx5U,37,1.0,0.0,0.0,0.0,1.0,-0.0988333448767662,0,0
hm3d_narrow_000098,00861-GLAQ4DNUx5U,43,1.0,0.0,0.0,0.0,1.0,-0.13389863073825836,0,0
hm3d_narrow_000096,00861-GLAQ4DNUx5U,39,1.0,0.0,0.0,0.0,1.0,-0.04625226929783821,0,0
hm3d_narrow_000099,00861-GLAQ4DNUx5U,37,1.0,0.0,0.0,0.0,1.0,-0.09795777499675751,0,0
hm3d_narrow_000094,00861-GLAQ4DNUx5U,39,1.0,0.0,0.0,0.0,1.0,-0.10797236114740372,0,0
hm3d_narrow_000153,00897-LEFTm3JecaC,57,1.0,0.0,0.0,0.0,1.0,-0.06551320850849152,0,0
hm3d_narrow_000155,00897-LEFTm3JecaC,37,1.0,0.0,0.0,0.0,1.0,-0.04648682475090027,0,0
hm3d_narrow_000151,00897-LEFTm3JecaC,66,1.0,0.0,0.0,0.0,1.0,-0.13697278499603271,0,0
hm3d_narrow_000152,00897-LEFTm3JecaC,49,1.0,0.0,0.0,0.0,1.0,-0.1499345898628235,0,0
hm3d_narrow_000150,00897-LEFTm3JecaC,75,1.0,0.0,0.0,0.0,1.0,-0.09904300421476364,0,0
hm3d_narrow_000156,00897-LEFTm3JecaC,67,1.0,0.0,0.0,0.0,1.0,-0.08518178761005402,0,0
hm3d_narrow_000154,00897-LEFTm3JecaC,54,1.0,0.0,0.0,0.0,1.0,-0.11856427788734436,0,0
hm3d_narrow_000080,00874-uSKXQ5fFg6u,41,1.0,0.0,0.0,0.0,1.0,-0.09948869794607162,0,0
hm3d_narrow_000084,00874-uSKXQ5fFg6u,42,1.0,0.0,0.0,0.0,1.0,-0.11976391822099686,0,0
hm3d_narrow_000082,00874-uSKXQ5fFg6u,35,1.0,0.0,0.0,0.0,1.0,-0.11982211470603943,0,0
hm3d_narrow_000087,00874-uSKXQ5fFg6u,94,1.0,0.0,0.0,0.0,1.0,-0.10893890261650085,0,0
hm3d_narrow_000086,00874-uSKXQ5fFg6u,40,1.0,0.0,0.0,0.0,1.0,-0.10443517565727234,0,0
hm3d_narrow_000081,00874-uSKXQ5fFg6u,51,1.0,0.0,0.0,0.0,1.0,-0.07809112966060638,0,0
hm3d_narrow_000083,00874-uSKXQ5fFg6u,27,1.0,0.0,0.0,0.0,1.0,-0.1252754032611847,0,0
hm3d_narrow_000088,00874-uSKXQ5fFg6u,50,1.0,0.0,0.0,0.0,1.0,-0.133644700050354,0,0
hm3d_narrow_000085,00874-uSKXQ5fFg6u,34,1.0,0.0,0.0,0.0,1.0,-0.1073138415813446,0,0
hm3d_narrow_000089,00874-uSKXQ5fFg6u,131,1.0,0.0,0.0,0.0,1.0,-0.13497202098369598,0,0
hm3d_narrow_000112,00851-YRUkbU5xsYj,32,1.0,0.0,0.0,0.0,1.0,-0.05407333746552467,0,0
hm3d_narrow_000111,00851-YRUkbU5xsYj,55,1.0,0.0,0.0,0.0,1.0,-0.05242209509015083,0,0
hm3d_narrow_000105,00851-YRUkbU5xsYj,67,1.0,0.0,0.0,0.0,1.0,-0.07523101568222046,0,0
hm3d_narrow_000106,00851-YRUkbU5xsYj,80,1.0,0.0,0.0,0.0,1.0,-0.06208239495754242,0,0
hm3d_narrow_000107,00851-YRUkbU5xsYj,93,1.0,0.0,0.0,0.0,1.0,-0.11776983737945557,0,0
hm3d_narrow_000113,00851-YRUkbU5xsYj,51,1.0,0.0,0.0,0.0,1.0,-0.09846185892820358,0,0
hm3d_narrow_000108,00851-YRUkbU5xsYj,28,1.0,0.0,0.0,0.0,1.0,-0.07497444748878479,0,0
hm3d_narrow_000109,00851-YRUkbU5xsYj,33,1.0,0.0,0.0,0.0,1.0,-0.05027322471141815,0,0
hm3d_narrow_000110,00851-YRUkbU5xsYj,105,1.0,0.0,0.0,0.0,1.0,-0.1119895875453949,0,0
hm3d_narrow_000125,00865-fsQtJ8t3nTf,33,1.0,0.0,0.0,0.0,1.0,-0.053077176213264465,0,0
hm3d_narrow_000130,00865-fsQtJ8t3nTf,33,1.0,0.0,0.0,0.0,1.0,-0.10803762823343277,0,0
hm3d_narrow_000128,00865-fsQtJ8t3nTf,35,1.0,0.0,0.0,0.0,1.0,-0.12024056166410446,0,0
hm3d_narrow_000124,00865-fsQtJ8t3nTf,72,1.0,0.0,0.0,0.0,1.0,-0.1109313890337944,0,0
hm3d_narrow_000126,00865-fsQtJ8t3nTf,49,1.0,0.0,0.0,0.0,1.0,-0.06306798756122589,0,0
hm3d_narrow_000127,00865-fsQtJ8t3nTf,56,1.0,0.0,0.0,0.0,1.0,-0.09622465819120407,0,0
hm3d_narrow_000131,00865-fsQtJ8t3nTf,42,1.0,0.0,0.0,0.0,1.0,-0.08888616412878036,0,0
hm3d_narrow_000129,00865-fsQtJ8t3nTf,44,1.0,0.0,0.0,0.0,1.0,-0.12448800355195999,0,0
hm3d_narrow_000040,00836-7GAhQPFzMot,47,1.0,0.0,0.0,0.0,1.0,-0.06544922292232513,0,0
hm3d_narrow_000042,00836-7GAhQPFzMot,40,1.0,0.0,0.0,0.0,1.0,-0.09264209866523743,0,0
hm3d_narrow_000047,00836-7GAhQPFzMot,55,1.0,0.0,0.0,0.0,1.0,-0.07669702917337418,0,0
hm3d_narrow_000041,00836-7GAhQPFzMot,54,1.0,0.0,0.0,0.0,1.0,-0.07994335144758224,0,0
hm3d_narrow_000046,00836-7GAhQPFzMot,56,1.0,0.0,0.0,0.0,1.0,-0.11284667253494263,0,0
hm3d_narrow_000043,00836-7GAhQPFzMot,39,1.0,0.0,0.0,0.0,1.0,-0.0901348888874054,0,0
hm3d_narrow_000049,00836-7GAhQPFzMot,37,1.0,0.0,0.0,0.0,1.0,-0.06574789434671402,0,0
hm3d_narrow_000048,00836-7GAhQPFzMot,103,1.0,0.0,0.0,0.0,1.0,-0.08832656592130661,0,0
hm3d_narrow_000045,00836-7GAhQPFzMot,42,1.0,0.0,0.0,0.0,1.0,-0.031061485409736633,0,0
hm3d_narrow_000044,00836-7GAhQPFzMot,37,1.0,0.0,0.0,0.0,1.0,-0.09796438366174698,0,0
hm3d_narrow_000034,00885-dVW2D7TDctW,35,1.0,0.0,0.0,0.0,1.0,-0.06165347993373871,0,0
hm3d_narrow_000039,00885-dVW2D7TDctW,56,1.0,0.0,0.0,0.0,1.0,-0.021359069272875786,0,0
hm3d_narrow_000033,00885-dVW2D7TDctW,35,1.0,0.0,0.0,0.0,1.0,-0.08041007816791534,0,0
hm3d_narrow_000035,00885-dVW2D7TDctW,68,1.0,0.0,0.0,0.0,1.0,-0.05900830030441284,0,0
hm3d_narrow_000032,00885-dVW2D7TDctW,28,1.0,0.0,0.0,0.0,1.0,-0.05475370213389397,0,0
hm3d_narrow_000038,00885-dVW2D7TDctW,46,1.0,0.0,0.0,0.0,1.0,-0.08108474314212799,0,0
hm3d_narrow_000030,00885-dVW2D7TDctW,37,1.0,0.0,0.0,0.0,1.0,-0.04911378026008606,0,0
hm3d_narrow_000036,00885-dVW2D7TDctW,29,1.0,0.0,0.0,0.0,1.0,-0.03209541365504265,0,0
hm3d_narrow_000031,00885-dVW2D7TDctW,39,1.0,0.0,0.0,0.0,1.0,-0.01351369358599186,0,0
hm3d_narrow_000037,00885-dVW2D7TDctW,62,1.0,0.0,0.0,0.0,1.0,-0.025857599452137947,0,0
hm3d_narrow_000090,00845-c3WKCnkEdha,31,1.0,0.0,0.0,0.0,1.0,-0.09610725939273834,0,0
hm3d_narrow_000091,00845-c3WKCnkEdha,34,1.0,0.0,0.0,0.0,1.0,-0.13766592741012573,0,0
hm3d_narrow_000148,00853-5cdEh9F2hJL,51,1.0,0.0,0.0,0.0,1.0,-0.14632061123847961,0,0
hm3d_narrow_000149,00853-5cdEh9F2hJL,37,1.0,0.0,0.0,0.0,1.0,-0.10743659734725952,0,0
hm3d_narrow_000144,00853-5cdEh9F2hJL,41,1.0,0.0,0.0,0.0,1.0,-0.12794522941112518,0,0
hm3d_narrow_000147,00853-5cdEh9F2hJL,36,1.0,0.0,0.0,0.0,1.0,-0.12811848521232605,0,0
hm3d_narrow_000146,00853-5cdEh9F2hJL,29,1.0,0.0,0.0,0.0,1.0,-0.06395956128835678,0,0
hm3d_narrow_000145,00853-5cdEh9F2hJL,36,1.0,0.0,0.0,0.0,1.0,-0.05149790272116661,0,0
hm3d_narrow_000060,00864-QHhQZWdMpGJ,78,1.0,0.0,0.0,0.0,1.0,-0.05696004629135132,0,0
hm3d_narrow_000062,00864-QHhQZWdMpGJ,119,1.0,0.0,0.0,0.0,1.0,-0.106272853910923,0,0
hm3d_narrow_000068,00864-QHhQZWdMpGJ,51,1.0,0.0,0.0,0.0,1.0,0.0038489927537739277,0,0
hm3d_narrow_000066,00864-QHhQZWdMpGJ,29,1.0,0.0,0.0,0.0,1.0,-0.030788030475378036,0,0
hm3d_narrow_000063,00864-QHhQZWdMpGJ,42,1.0,0.0,0.0,0.0,1.0,-0.06824343651533127,0,0
hm3d_narrow_000065,00864-QHhQZWdMpGJ,107,1.0,0.0,0.0,0.0,1.0,-0.1405744105577469,0,0
hm3d_narrow_000061,00864-QHhQZWdMpGJ,85,1.0,0.0,0.0,0.0,1.0,-0.07562948763370514,0,0
hm3d_narrow_000069,00864-QHhQZWdMpGJ,67,1.0,0.0,0.0,0.0,1.0,-0.055507902055978775,0,0
hm3d_narrow_000064,00864-QHhQZWdMpGJ,85,1.0,0.0,0.0,0.0,1.0,-0.07180332392454147,0,0
hm3d_narrow_000067,00864-QHhQZWdMpGJ,51,1.0,0.0,0.0,0.0,1.0,-0.011095159687101841,0,0
hm3d_narrow_000137,00833-dHwjuKfkRUR,35,1.0,0.0,0.0,0.0,1.0,-0.12092504650354385,0,0
hm3d_narrow_000135,00833-dHwjuKfkRUR,103,1.0,0.0,0.0,0.0,1.0,-0.11106735467910767,0,0
hm3d_narrow_000139,00833-dHwjuKfkRUR,65,1.0,0.0,0.0,0.0,1.0,-0.07946446537971497,0,0
hm3d_narrow_000132,00833-dHwjuKfkRUR,59,1.0,0.0,0.0,0.0,1.0,-0.13530278205871582,0,0
hm3d_narrow_000133,00833-dHwjuKfkRUR,90,1.0,0.0,0.0,0.0,1.0,-0.0316876582801342,0,0
hm3d_narrow_000138,00833-dHwjuKfkRUR,49,1.0,0.0,0.0,0.0,1.0,-0.07184327393770218,0,0
hm3d_narrow_000140,00833-dHwjuKfkRUR,58,1.0,0.0,0.0,0.0,1.0,-0.04246560484170914,0,0
hm3d_narrow_000134,00833-dHwjuKfkRUR,98,1.0,0.0,0.0,0.0,1.0,-0.07433317601680756,0,0
hm3d_narrow_000141,00833-dHwjuKfkRUR,40,1.0,0.0,0.0,0.0,1.0,-0.10266237705945969,0,0
hm3d_narrow_000136,00833-dHwjuKfkRUR,62,1.0,0.0,0.0,0.0,1.0,-0.10220218449831009,0,0
hm3d_narrow_000059,00817-X4qjx5vquwH,27,1.0,0.0,0.0,0.0,1.0,-0.03316837549209595,0,0
hm3d_narrow_000054,00817-X4qjx5vquwH,32,1.0,0.0,0.0,0.0,1.0,-0.10776863992214203,0,0
hm3d_narrow_000056,00817-X4qjx5vquwH,43,1.0,0.0,0.0,0.0,1.0,0.005149422213435173,0,0
hm3d_narrow_000055,00817-X4qjx5vquwH,137,1.0,0.0,0.0,0.0,1.0,-0.09342029690742493,0,0
hm3d_narrow_000051,00817-X4qjx5vquwH,41,1.0,0.0,0.0,0.0,1.0,-0.10698875784873962,0,0
hm3d_narrow_000057,00817-X4qjx5vquwH,30,1.0,0.0,0.0,0.0,1.0,-0.05800175294280052,0,0
hm3d_narrow_000050,00817-X4qjx5vquwH,128,1.0,0.0,0.0,0.0,1.0,-0.10363711416721344,0,0
hm3d_narrow_000053,00817-X4qjx5vquwH,103,1.0,0.0,0.0,0.0,1.0,-0.06863369792699814,0,0
hm3d_narrow_000058,00817-X4qjx5vquwH,35,1.0,0.0,0.0,0.0,1.0,-0.049861617386341095,0,0
hm3d_narrow_000052,00817-X4qjx5vquwH,92,1.0,0.0,0.0,0.0,1.0,-0.10912609100341797,0,0
hm3d_narrow_000142,00805-SUHsP6z2gcJ,59,1.0,0.0,0.0,0.0,1.0,-0.08805080503225327,0,0
hm3d_narrow_000143,00805-SUHsP6z2gcJ,50,1.0,0.0,0.0,0.0,1.0,-0.09844659268856049,0,0
hm3d_narrow_000102,00838-kJJyRFXVpx2,52,1.0,0.0,0.0,0.0,1.0,-0.11981144547462463,0,0
hm3d_narrow_000101,00838-kJJyRFXVpx2,125,1.0,0.0,0.0,0.0,1.0,-0.11350422352552414,0,0
hm3d_narrow_000103,00838-kJJyRFXVpx2,103,1.0,0.0,0.0,0.0,1.0,-0.11476249247789383,0,0
hm3d_narrow_000104,00838-kJJyRFXVpx2,33,1.0,0.0,0.0,0.0,1.0,-0.10688699036836624,0,0
hm3d_narrow_000100,00838-kJJyRFXVpx2,32,1.0,0.0,0.0,0.0,1.0,-0.14505060017108917,0,0
